選舉區,姓名,性別,參選年齡,推薦之政黨,抽籤號次,公職類別
臺中市第3選舉區,曾威,男,36,民主進步黨,2,直轄市議員
臺中市第3選舉區,林孟令,男,49,無,3,直轄市議員
臺中市第3選舉區,宋柏誼,男,39,無,4,直轄市議員
臺中市第3選舉區,張家銨,女,39,民主進步黨,5,直轄市議員
臺中市第3選舉區,陳玄曄,男,43,無,6,直轄市議員
臺中市第3選舉區,魏嘉慶,男,49,台灣民眾黨,7,直轄市議員
臺中市第3選舉區,楊文元,男,42,無,8,直轄市議員
臺中市第3選舉區,吳瓊華,女,53,中國國民黨,9,直轄市議員
臺中市第4選舉區,陳若庭,女,37,台灣基進,1,直轄市議員
臺中市第4選舉區,陳本添,男,65,中國國民黨,2,直轄市議員
臺中市第4選舉區,張瀞分,女,79,中國國民黨,3,直轄市議員
臺中市第4選舉區,廖芝晏,女,33,民主進步黨,4,直轄市議員
臺中市第4選舉區,翁美春,女,59,無,5,直轄市議員
臺中市第4選舉區,謝志忠,男,53,民主進步黨,6,直轄市議員
臺中市第4選舉區,邱愛珊,女,46,中國國民黨,7,直轄市議員
臺中市第4選舉區,傅智恒,男,35,時代力量,8,直轄市議員
臺中市第4選舉區,黃朝淵,男,49,無,9,直轄市議員
臺中市第4選舉區,陳清龍,男,57,無,10,直轄市議員
臺中市第4選舉區,蔡怡萱,女,27,無,11,直轄市議員
臺中市第5選舉區,黃威堯,男,44,無,1,直轄市議員
臺中市第5選舉區,蕭隆澤,男,62,民主進步黨,2,直轄市議員
臺中市第5選舉區,周永鴻,男,49,民主進步黨,3,直轄市議員
臺中市第5選舉區,徐瑄灃,女,34,無,4,直轄市議員
臺中市第5選舉區,林義偉,男,38,民主進步黨,5,直轄市議員
臺中市第5選舉區,鄭勁節,男,27,時代力量,6,直轄市議員
臺中市第5選舉區,邢振華,男,54,無,7,直轄市議員
臺中市第5選舉區,羅永珍,女,70,中國國民黨,8,直轄市議員
臺中市第5選舉區,賴朝國,男,59,中國國民黨,9,直轄市議員
臺中市第5選舉區,黃郁芩,女,41,小民參政歐巴桑聯盟,10,直轄市議員
臺中市第5選舉區,吳呈賢,男,38,中國國民黨,11,直轄市議員
臺中市第5選舉區,張睿倉,男,38,台灣民眾黨,12,直轄市議員
臺中市第6選舉區,羅東霖,男,63,無,1,直轄市議員
臺中市第6選舉區,黃馨慧,女,66,中國國民黨,2,直轄市議員
臺中市第6選舉區,林祈烽,男,49,民主進步黨,3,直轄市議員
臺中市第6選舉區,陳淑華,女,52,民主進步黨,4,直轄市議員
臺中市第6選舉區,張廖乃綸,女,44,中國國民黨,5,直轄市議員
臺中市第6選舉區,楊大鋐,男,36,中國國民黨,6,直轄市議員
臺中市第6選舉區,曾崇芳,男,53,無,7,直轄市議員
臺中市第6選舉區,張仲翹,男,40,台灣民眾黨,8,直轄市議員
臺中市第7選舉區,吳佩芸,女,30,時代力量,1,直轄市議員
臺中市第7選舉區,何坤鑫,男,54,無,2,直轄市議員
臺中市第7選舉區,張耀中,男,61,民主進步黨,3,直轄市議員
臺中市第7選舉區,何文海,男,64,民主進步黨,4,直轄市議員
臺中市第7選舉區,劉士州,男,60,中國國民黨,5,直轄市議員
臺中市第7選舉區,洪鑫任,男,34,台灣民眾黨,6,直轄市議員
臺中市第7選舉區,朱暖英,女,57,中國國民黨,7,直轄市議員
臺中市第8選舉區,沈佑蓮,女,63,中國國民黨,1,直轄市議員
臺中市第8選舉區,陳成添,男,59,中國國民黨,2,直轄市議員
臺中市第8選舉區,曾朝榮,男,61,民主進步黨,3,直轄市議員
臺中市第8選舉區,李文基,男,51,無,4,直轄市議員
臺中市第8選舉區,邱于珊,女,60,台灣民眾黨,5,直轄市議員
臺中市第8選舉區,謝家宜,女,42,民主進步黨,6,直轄市議員
臺中市第8選舉區,彭振芳,男,58,前進黨,7,直轄市議員
臺中市第8選舉區,黃健豪,男,34,中國國民黨,8,直轄市議員
臺中市第8選舉區,賴順仁,男,53,中國國民黨,9,直轄市議員
臺中市第8選舉區,蔡雅玲,女,45,民主進步黨,10,直轄市議員
臺中市第8選舉區,段體佩,男,58,無,11,直轄市議員
臺中市第8選舉區,楊欣怡,女,40,台灣基進,12,直轄市議員
臺中市第9選舉區,陳政顯,男,59,中國國民黨,1,直轄市議員
臺中市第9選舉區,賴佳微,女,40,民主進步黨,2,直轄市議員
臺中市第9選舉區,陳文政,男,48,中國國民黨,3,直轄市議員
臺中市第9選舉區,林欣德,男,46,台灣民眾黨,4,直轄市議員
臺中市第9選舉區,陳俞融,女,32,民主進步黨,5,直轄市議員
臺中市第10選舉區,紀文清,男,70,無,1,直轄市議員
臺中市第10選舉區,林京玲,女,32,無,2,直轄市議員
臺中市第10選舉區,黃守達,男,34,民主進步黨,3,直轄市議員
臺中市第10選舉區,江肇國,男,45,民主進步黨,4,直轄市議員
臺中市第10選舉區,黃敬傑,男,32,無,5,直轄市議員
臺中市第10選舉區,張彥彤,男,36,中國國民黨,6,直轄市議員
臺中市第10選舉區,許瑞宏,男,48,台灣民眾黨,7,直轄市議員
臺中市第11選舉區,何昆霖,男,38,民主進步黨,1,直轄市議員
臺中市第11選舉區,張鈺偵,女,39,小民參政歐巴桑聯盟,2,直轄市議員
臺中市第11選舉區,徐小媚,女,43,時代力量,3,直轄市議員
臺中市第11選舉區,翁俊楠,男,54,無,4,直轄市議員
臺中市第11選舉區,林文仲,男,52,無,5,直轄市議員
臺中市第11選舉區,羅廷瑋,男,33,中國國民黨,6,直轄市議員
臺中市第11選舉區,李中,男,63,中國國民黨,7,直轄市議員
臺中市第11選舉區,陳雅惠,女,42,民主進步黨,8,直轄市議員
臺中市第11選舉區,林俊凱,男,28,台灣民眾黨,9,直轄市議員
臺中市第11選舉區,林霈涵,女,58,中國國民黨,10,直轄市議員
臺中市第11選舉區,鄭功進,男,61,民主進步黨,11,直轄市議員
臺中市第12選舉區,張玉嬿,女,41,民主進步黨,1,直轄市議員
臺中市第12選舉區,吳吉森,男,65,無,2,直轄市議員
臺中市第12選舉區,賴義鍠,男,55,中國國民黨,3,直轄市議員
臺中市第12選舉區,林宜蓁,女,26,台灣基進,4,直轄市議員
臺中市第12選舉區,葉諾凡,男,40,台灣民眾黨,5,直轄市議員
臺中市第12選舉區,蔡耀頡,男,32,民主進步黨,6,直轄市議員
臺中市第12選舉區,黃佳恬,女,42,中國國民黨,7,直轄市議員
臺中市第13選舉區,林碧秀,女,67,中國國民黨,1,直轄市議員
臺中市第13選舉區,張芬郁,女,64,民主進步黨,2,直轄市議員
臺中市第13選舉區,薛安琪,女,42,小民參政歐巴桑聯盟,3,直轄市議員
臺中市第13選舉區,楊偉浚,男,32,無,4,直轄市議員
臺中市第13選舉區,段中仁,男,34,無,5,直轄市議員
臺中市第13選舉區,林德宇,男,43,民主進步黨,6,直轄市議員
臺中市第13選舉區,江和樹,男,41,台灣民眾黨,7,直轄市議員
臺中市第13選舉區,張滄沂,男,63,無,8,直轄市議員
臺中市第13選舉區,蘇柏興,男,49,中國國民黨,9,直轄市議員
臺中市第13選舉區,鄒明諺,男,27,時代力量,10,直轄市議員
臺中市第13選舉區,林子傑,男,53,無,11,直轄市議員
臺中市第13選舉區,鄭伯其,男,44,中國國民黨,12,直轄市議員
臺中市第13選舉區,陳裕承,男,54,無,13,直轄市議員
臺中市第13選舉區,李天生,男,61,民主進步黨,14,直轄市議員
臺中市第14選舉區,吳振嘉,男,52,中國國民黨,1,直轄市議員
臺中市第14選舉區,賴裕銘,男,56,無,2,直轄市議員
臺中市第14選舉區,蔡成圭,男,62,民主進步黨,3,直轄市議員
臺中市第14選舉區,徐煊博,男,32,台灣基進,4,直轄市議員
臺中市第14選舉區,冉齡軒,女,56,無,5,直轄市議員
臺中市第15選舉區,江愛珍,女,45,民主進步黨,1,直轄市議員
臺中市第15選舉區,林清發,男,64,無,2,直轄市議員
臺中市第15選舉區,洪志明,男,44,台灣民眾黨,3,直轄市議員
臺中市第15選舉區,黃仁,男,60,中國國民黨,4,直轄市議員
臺中市第15選舉區,吳建德,男,26,無,5,直轄市議員
臺中市第16選舉區,劉新仁,男,58,民主進步黨,1,直轄市議員
臺中市第16選舉區,古秀英,女,60,無,2,直轄市議員
臺中市第16選舉區,林榮進,男,75,中國國民黨,3,直轄市議員
臺中市第17選舉區,孫造雄,男,57,民主進步黨,1,直轄市議員
臺中市第17選舉區,朱元宏,男,61,無,2,直轄市議員
臺中市第17選舉區,柯靜志,男,45,無,3,直轄市議員
臺南市第1選舉區,蔡育輝,男,63,中國國民黨,1,直轄市議員
臺南市第1選舉區,沈家鳳,女,42,民主進步黨,2,直轄市議員
臺南市第1選舉區,廖志峯,男,65,無,3,直轄市議員
臺南市第1選舉區,趙昆原,男,66,無,4,直轄市議員
臺南市第1選舉區,劉米山,男,57,民主進步黨,5,直轄市議員
臺南市第1選舉區,姚正玉,女,56,中國國民黨,6,直轄市議員
臺南市第1選舉區,張世賢,男,69,中國國民黨,7,直轄市議員
臺南市第1選舉區,王宣貿,男,32,民主進步黨,8,直轄市議員
臺南市第1選舉區,李宗翰,男,30,民主進步黨,9,直轄市議員
臺南市第2選舉區,蔡秋蘭,女,64,民主進步黨,1,直轄市議員
臺南市第2選舉區,蔡蘇秋金,女,61,民主進步黨,2,直轄市議員
臺南市第2選舉區,謝舒凡,女,35,民主進步黨,3,直轄市議員
臺南市第2選舉區,陳昆和,男,61,無,4,直轄市議員
臺南市第2選舉區,黄建昌,男,30,台灣基進,5,直轄市議員
臺南市第2選舉區,蔣琦君,女,52,無,6,直轄市議員
臺南市第2選舉區,方一峰,男,58,中國國民黨,7,直轄市議員
臺南市第3選舉區,陳秋宏,男,51,民主進步黨,1,直轄市議員
臺南市第3選舉區,陳沛然,男,67,無,2,直轄市議員
臺南市第3選舉區,尤榮智,男,70,中國國民黨,3,直轄市議員
臺南市第3選舉區,姜雨良,男,46,無,4,直轄市議員
臺南市第3選舉區,郭秀珠,女,63,無黨團結聯盟,5,直轄市議員
臺南市第3選舉區,吳通龍,男,66,民主進步黨,6,直轄市議員
臺南市第4選舉區,周奕齊,男,34,無,1,直轄市議員
臺南市第4選舉區,陳福慶,男,70,民主進步黨,2,直轄市議員
臺南市第5選舉區,廖俊道,男,49,無,1,直轄市議員
臺南市第5選舉區,李文俊,男,63,中國國民黨,2,直轄市議員
臺南市第5選舉區,李偉智,男,52,民主進步黨,3,直轄市議員
臺南市第5選舉區,洪岳銘,男,30,台灣民眾黨,4,直轄市議員
臺南市第5選舉區,陳碧玉,女,61,民主進步黨,5,直轄市議員
臺南市第5選舉區,林全忠,男,68,中國國民黨,6,直轄市議員
臺南市第5選舉區,余柷青,女,41,民主進步黨,7,直轄市議員
臺南市第5選舉區,王清崎,男,62,無,8,直轄市議員
臺南市第5選舉區,林志展,男,57,民主進步黨,9,直轄市議員
臺南市第6選舉區,王明彥,男,43,台灣基進,1,直轄市議員
臺南市第6選舉區,邱昭勝,男,54,無,2,直轄市議員
臺南市第6選舉區,陳建大明,男,54,時代力量,3,直轄市議員
臺南市第6選舉區,郭信良,男,59,無,4,直轄市議員
臺南市第6選舉區,陳進星,男,50,無,5,直轄市議員
臺南市第6選舉區,陳詩薇,女,38,台灣民眾黨,6,直轄市議員
臺南市第6選舉區,郭清華,男,60,民主進步黨,7,直轄市議員
臺南市第6選舉區,林緯,男,30,無,8,直轄市議員
臺南市第6選舉區,黃麗招,女,65,無,9,直轄市議員
臺南市第6選舉區,李中岑,女,37,中國國民黨,10,直轄市議員
臺南市第6選舉區,陳瑜緁,女,40,無,11,直轄市議員
臺南市第6選舉區,蔡麗青,女,45,民主進步黨,12,直轄市議員
臺南市第6選舉區,童小芸,女,51,中國國民黨,13,直轄市議員
臺南市第6選舉區,王錦德,男,65,民主進步黨,14,直轄市議員
臺南市第7選舉區,陳秋萍,女,58,民主進步黨,1,直轄市議員
臺南市第7選舉區,杜雪吟,女,43,小民參政歐巴桑聯盟,2,直轄市議員
臺南市第7選舉區,林燕祝,女,57,中國國民黨,3,直轄市議員
臺南市第7選舉區,吳依潔,女,29,台灣基進,4,直轄市議員
臺南市第7選舉區,楊中成,男,64,台灣團結聯盟,5,直轄市議員
臺南市第7選舉區,陳世霖,男,59,無,6,直轄市議員
臺南市第7選舉區,李鎮國,男,57,中國國民黨,7,直轄市議員
臺南市第7選舉區,許崇洲,男,55,無,8,直轄市議員
臺南市第7選舉區,黄肇輝,男,48,民主進步黨,9,直轄市議員
臺南市第7選舉區,馬杰睿,男,36,無,10,直轄市議員
臺南市第7選舉區,朱正軒,男,33,民主進步黨,11,直轄市議員
臺南市第7選舉區,林冠維,男,35,無黨團結聯盟,12,直轄市議員
臺南市第7選舉區,蔡明峰,男,63,無,13,直轄市議員
臺南市第7選舉區,江品璁,男,36,台灣民眾黨,14,直轄市議員
臺南市第7選舉區,林易瑩,女,30,時代力量,15,直轄市議員
臺南市第8選舉區,邱莉莉,女,60,民主進步黨,1,直轄市議員
臺南市第8選舉區,江明宗,男,41,台灣民眾黨,2,直轄市議員
臺南市第8選舉區,陳怡珍,女,41,民主進步黨,3,直轄市議員
臺南市第8選舉區,蔡宗豪,男,26,中國國民黨,4,直轄市議員
臺南市第8選舉區,高凱旋,男,60,中國國民黨,5,直轄市議員
臺南市第8選舉區,許至椿,男,62,中國國民黨,6,直轄市議員
臺南市第8選舉區,沈震東,男,29,民主進步黨,7,直轄市議員
臺南市第8選舉區,李冠霖,男,25,時代力量,8,直轄市議員
臺南市第8選舉區,李晉豪,男,48,無,9,直轄市議員
臺南市第8選舉區,周嘉韋,男,30,民主進步黨,10,直轄市議員
